# Total Phase Data Center(tm) v7.01
# (c) 2005-2021 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
0,HS,258,0:39.391.659,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,259,0:38.469.926,921.877.983 ms,12 B,,48,02,IN txn   [7375 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,260,0:38.469.926,921.752.266 ms,,,48,02,   [7375 IN-NAK],
1,HS,261,0:39.391.803,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,262,0:39.391.803,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,263,0:39.391.804,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,264,0:39.977.662,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,265,0:39.391.929,585.878.900 ms,12 B,,48,02,IN txn   [4687 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,266,0:39.391.929,585.753.200 ms,,,48,02,   [4687 IN-NAK],
1,HS,267,0:39.977.807,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,268,0:39.977.807,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,269,0:39.977.808,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,270,0:40.860.668,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,271,0:39.977.935,882.879.950 ms,12 B,,48,02,IN txn   [7063 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,272,0:39.977.935,882.754.250 ms,,,48,02,   [7063 IN-NAK],
1,HS,273,0:40.860.814,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,274,0:40.860.814,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,275,0:40.860.815,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,276,0:41.814.674,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,277,0:40.860.949,953.872.750 ms,12 B,,48,02,IN txn   [7631 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,278,0:40.860.949,953.747.033 ms,,,48,02,   [7631 IN-NAK],
1,HS,279,0:41.814.821,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,280,0:41.814.821,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,281,0:41.814.822,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,282,0:42.809.680,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,283,0:41.814.956,994.748.050 ms,12 B,,48,02,IN txn   [7958 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,284,0:41.814.956,994.622.350 ms,,,48,02,   [7958 IN-NAK],
1,HS,285,0:42.809.703,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,286,0:42.809.704,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,287,0:42.809.704,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,288,0:43.537.684,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,289,0:42.809.832,727.877.400 ms,12 B,,48,02,IN txn   [5823 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,290,0:42.809.832,727.751.683 ms,,,48,02,   [5823 IN-NAK],
1,HS,291,0:43.537.709,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,292,0:43.537.709,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,293,0:43.537.710,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,294,0:44.397.690,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,295,0:43.537.837,859.879.666 ms,12 B,,48,02,IN txn   [6879 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,296,0:43.537.837,859.753.966 ms,,,48,02,   [6879 IN-NAK],
1,HS,297,0:44.397.715,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,298,0:44.397.716,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,299,0:44.397.716,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,300,0:45.313.695,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,301,0:44.397.851,915.872.450 ms,12 B,,48,02,IN txn   [7327 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,302,0:44.397.851,915.746.750 ms,,,48,02,   [7327 IN-NAK],
1,HS,303,0:45.313.722,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,304,0:45.313.722,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,305,0:45.313.723,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,306,0:45.959.699,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,307,0:45.313.857,645.995.400 ms,12 B,,48,02,IN txn   [5168 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,308,0:45.313.857,645.869.700 ms,,,48,02,   [5168 IN-NAK],
1,HS,309,0:45.959.852,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,310,0:45.959.852,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,311,0:45.959.853,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,312,0:46.398.702,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,313,0:45.959.986,438.870.283 ms,12 B,,48,02,IN txn   [3511 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,314,0:45.959.986,438.744.583 ms,,,48,02,   [3511 IN-NAK],
1,HS,315,0:46.398.855,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,316,0:46.398.855,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,317,0:46.398.856,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,318,0:46.918.705,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,319,0:46.398.983,519.752.233 ms,12 B,,48,02,IN txn   [4158 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,320,0:46.398.983,519.626.533 ms,,,48,02,   [4158 IN-NAK],
1,HS,321,0:46.918.734,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,322,0:46.918.734,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,323,0:46.918.735,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,324,0:47.662.710,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,325,0:46.918.869,743.996.100 ms,12 B,,48,02,IN txn   [5952 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,326,0:46.918.869,743.870.383 ms,,,48,02,   [5952 IN-NAK],
1,HS,327,0:47.662.864,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,328,0:47.662.865,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,329,0:47.662.866,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,330,0:48.500.715,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,331,0:47.663.000,837.746.850 ms,12 B,,48,02,IN txn   [6702 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,332,0:47.663.000,837.621.150 ms,,,48,02,   [6702 IN-NAK],
1,HS,333,0:48.500.746,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,334,0:48.500.746,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,335,0:48.500.747,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,336,0:48.999.718,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,337,0:48.500.874,498.876.733 ms,12 B,,48,02,IN txn   [3991 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,338,0:48.500.874,498.751.033 ms,,,48,02,   [3991 IN-NAK],
1,HS,339,0:48.999.749,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,340,0:48.999.750,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,341,0:48.999.750,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,342,0:49.607.722,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,343,0:48.999.875,607.879.866 ms,12 B,,48,02,IN txn   [4863 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,344,0:48.999.875,607.754.166 ms,,,48,02,   [4863 IN-NAK],
1,HS,345,0:49.607.754,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,346,0:49.607.754,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,347,0:49.607.755,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,348,0:50.424.727,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,349,0:49.607.890,816.870.866 ms,12 B,,48,02,IN txn   [6535 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,350,0:49.607.890,816.745.166 ms,,,48,02,   [6535 IN-NAK],
1,HS,351,0:50.424.760,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,352,0:50.424.760,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,353,0:50.424.761,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,354,0:51.198.732,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,355,0:50.424.886,773.880.316 ms,12 B,,48,02,IN txn   [6191 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,356,0:50.424.886,773.754.616 ms,,,48,02,   [6191 IN-NAK],
1,HS,357,0:51.198.766,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,358,0:51.198.766,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,359,0:51.198.767,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,360,0:51.726.735,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,361,0:51.198.892,527.882.550 ms,12 B,,48,02,IN txn   [4223 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,362,0:51.198.892,527.752.850 ms,,,48,02,   [4223 IN-NAK],
1,HS,363,0:51.726.774,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,364,0:51.726.774,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,365,0:51.726.775,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,366,0:52.371.739,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,367,0:51.726.905,644.870.433 ms,12 B,,48,02,IN txn   [5159 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,368,0:51.726.905,644.744.716 ms,,,48,02,   [5159 IN-NAK],
1,HS,369,0:52.371.774,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,370,0:52.371.775,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,371,0:52.371.775,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,372,0:53.172.744,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,373,0:52.371.910,800.871.533 ms,12 B,,48,02,IN txn   [6407 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,374,0:52.371.910,800.745.816 ms,,,48,02,   [6407 IN-NAK],
1,HS,375,0:53.172.780,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,376,0:53.172.781,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,377,0:53.172.781,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,378,0:53.845.748,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,379,0:53.172.916,672.870.566 ms,12 B,,48,02,IN txn   [5383 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,380,0:53.172.916,672.744.850 ms,,,48,02,   [5383 IN-NAK],
1,HS,381,0:53.845.785,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,382,0:53.845.786,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,383,0:53.845.786,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,384,0:54.294.751,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,385,0:53.845.919,448.870.983 ms,12 B,,48,02,IN txn   [3591 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,386,0:53.845.919,448.745.283 ms,,,48,02,   [3591 IN-NAK],
1,HS,387,0:54.294.788,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,388,0:54.294.789,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,389,0:54.294.790,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,390,0:54.946.755,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,391,0:54.294.924,651.870.350 ms,12 B,,48,02,IN txn   [5215 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,392,0:54.294.924,651.744.650 ms,,,48,02,   [5215 IN-NAK],
1,HS,393,0:54.946.793,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,394,0:54.946.794,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,395,0:54.946.794,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,396,0:55.387.758,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,397,0:54.946.928,440.869.716 ms,12 B,,48,02,IN txn   [3527 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,398,0:54.946.928,440.744.016 ms,,,48,02,   [3527 IN-NAK],
1,HS,399,0:55.387.797,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,400,0:55.387.797,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,401,0:55.387.798,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,402,0:55.853.761,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,403,0:55.387.932,465.868.983 ms,12 B,,48,02,IN txn   [3727 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,404,0:55.387.932,465.743.300 ms,,,48,02,   [3727 IN-NAK],
1,HS,405,0:55.853.800,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,406,0:55.853.800,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,407,0:55.853.801,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,408,0:56.582.765,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,409,0:55.853.936,728.870.950 ms,12 B,,48,02,IN txn   [5831 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,410,0:55.853.936,728.745.266 ms,,,48,02,   [5831 IN-NAK],
1,HS,411,0:56.582.805,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,412,0:56.582.806,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,413,0:56.582.806,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,414,0:57.206.769,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,415,0:56.582.941,623.870.266 ms,12 B,,48,02,IN txn   [4991 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,416,0:56.582.941,623.744.550 ms,,,48,02,   [4991 IN-NAK],
1,HS,417,0:57.206.810,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,418,0:57.206.810,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,419,0:57.206.811,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,420,0:57.761.773,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,421,0:57.206.938,554.877.350 ms,12 B,,48,02,IN txn   [4439 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,422,0:57.206.938,554.751.650 ms,,,48,02,   [4439 IN-NAK],
1,HS,423,0:57.761.814,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,424,0:57.761.814,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,425,0:57.761.815,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,426,0:58.535.777,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,427,0:57.761.950,773.871.266 ms,12 B,,48,02,IN txn   [6191 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,428,0:57.761.950,773.745.583 ms,,,48,02,   [6191 IN-NAK],
1,HS,429,0:58.535.820,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,430,0:58.535.820,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,431,0:58.535.821,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,432,0:59.295.782,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,433,0:58.535.955,759.871.166 ms,12 B,,48,02,IN txn   [6079 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,434,0:58.535.955,759.745.466 ms,,,48,02,   [6079 IN-NAK],
1,HS,435,0:59.295.825,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,436,0:59.295.826,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,437,0:59.295.826,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,438,0:59.731.785,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,439,0:59.295.962,435.868.066 ms,12 B,,48,02,IN txn   [3487 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,440,0:59.295.962,435.742.366 ms,,,48,02,   [3487 IN-NAK],
1,HS,441,0:59.731.828,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,442,0:59.731.829,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,443,0:59.731.830,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,444,1:00.560.790,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,445,0:59.731.964,828.871.650 ms,12 B,,48,02,IN txn   [6631 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,446,0:59.731.964,828.745.950 ms,,,48,02,   [6631 IN-NAK],
1,HS,447,1:00.560.835,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,448,1:00.560.835,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,449,1:00.560.836,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,450,1:01.161.794,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,451,1:00.560.970,600.870.033 ms,12 B,,48,02,IN txn   [4807 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,452,1:00.560.970,600.750.666 ms,,,48,02,   [4807 IN-NAK],
1,HS,453,1:01.161.839,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,454,1:01.161.839,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,455,1:01.161.840,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,456,1:01.988.799,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,457,1:01.161.975,826.871.633 ms,12 B,,48,02,IN txn   [6615 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,458,1:01.161.975,826.745.933 ms,,,48,02,   [6615 IN-NAK],
1,HS,459,1:01.988.845,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,460,1:01.988.845,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,461,1:01.988.846,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,462,1:02.939.805,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,463,1:01.988.971,950.882.700 ms,12 B,,48,02,IN txn   [7607 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,464,1:01.988.971,950.756.983 ms,,,48,02,   [7607 IN-NAK],
1,HS,465,1:02.939.852,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,466,1:02.939.852,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,467,1:02.939.853,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,468,1:03.442.808,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,469,1:02.939.979,502.878.250 ms,12 B,,48,02,IN txn   [4023 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,470,1:02.939.979,502.752.550 ms,,,48,02,   [4023 IN-NAK],
1,HS,471,1:03.442.856,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,472,1:03.442.856,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,473,1:03.442.857,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,474,1:03.996.811,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,475,1:03.442.981,553.879.750 ms,12 B,,48,02,IN txn   [4431 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,476,1:03.442.981,553.761.116 ms,,,48,02,   [4431 IN-NAK],
1,HS,477,1:03.996.860,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,478,1:03.996.860,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,479,1:03.996.861,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,480,1:04.859.816,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,481,1:03.996.995,862.871.883 ms,12 B,,48,02,IN txn   [6903 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,482,1:03.996.995,862.746.183 ms,,,48,02,   [6903 IN-NAK],
1,HS,483,1:04.859.866,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,484,1:04.859.866,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,485,1:04.859.867,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,486,1:05.353.820,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,487,1:04.860.002,493.868.500 ms,12 B,,48,02,IN txn   [3951 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,488,1:04.860.002,493.742.800 ms,,,48,02,   [3951 IN-NAK],
1,HS,489,1:05.353.870,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,490,1:05.353.870,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,491,1:05.353.871,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,492,1:06.026.824,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,493,1:05.354.005,672.870.483 ms,12 B,,48,02,IN txn   [5383 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,494,1:05.354.005,672.744.783 ms,,,48,02,   [5383 IN-NAK],
1,HS,495,1:06.026.875,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,496,1:06.026.875,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,497,1:06.026.876,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,498,1:06.495.827,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,499,1:06.027.011,468.868.300 ms,12 B,,48,02,IN txn   [3751 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,500,1:06.027.011,468.742.583 ms,,,48,02,   [3751 IN-NAK],
1,HS,501,1:06.495.878,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,502,1:06.495.878,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,503,1:06.495.879,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,504,1:07.055.830,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,505,1:06.496.012,559.871.933 ms,12 B,,48,02,IN txn   [4479 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,506,1:06.496.012,559.747.083 ms,,,48,02,   [4479 IN-NAK],
1,HS,507,1:07.055.883,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,508,1:07.055.884,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,509,1:07.055.884,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,510,1:07.780.835,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,511,1:07.056.012,724.876.066 ms,12 B,,48,02,IN txn   [5799 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,512,1:07.056.012,724.750.366 ms,,,48,02,   [5799 IN-NAK],
1,HS,513,1:07.780.887,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,514,1:07.780.888,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,515,1:07.780.888,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,516,1:08.392.838,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,517,1:07.781.023,611.870.016 ms,12 B,,48,02,IN txn   [4895 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,518,1:07.781.023,611.744.316 ms,,,48,02,   [4895 IN-NAK],
1,HS,519,1:08.392.892,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,520,1:08.392.892,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
