# Total Phase Data Center(tm) v7.01
# (c) 2005-2021 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
1,FS,3247,3:15.154.794,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 08 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 79 68
1,FS,3248,3:15.154.810,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3249,3:15.728.293,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3250,3:15.158.791,576.022.583 ms,18 B,,12,02,IN txn   [144 POLL],20 00 09 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3251,3:15.158.791,572.007.166 ms,,,12,02,   [144 IN-NAK],
1,FS,3252,3:15.734.794,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3253,3:15.734.798,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 09 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 86 68
1,FS,3254,3:15.734.813,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3255,3:16.421.296,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3256,3:15.738.802,688.015.500 ms,18 B,,12,02,IN txn   [172 POLL],20 00 0A 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3257,3:15.738.802,684.000.000 ms,,,12,02,   [172 IN-NAK],
1,FS,3258,3:16.426.798,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3259,3:16.426.801,14.333 us,21 B,,12,02,   DATA1 packet,4B 20 00 0A 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD F8 09
1,FS,3260,3:16.426.817,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3261,3:17.398.301,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3262,3:16.430.806,972.017.000 ms,18 B,,12,02,IN txn   [243 POLL],20 00 0B 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3263,3:16.430.806,968.001.500 ms,,,12,02,   [243 IN-NAK],
1,FS,3264,3:17.402.804,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3265,3:17.402.807,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 0B 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 07 09
1,FS,3266,3:17.402.822,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3267,3:18.353.305,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3268,3:17.406.812,956.016.500 ms,18 B,,12,02,IN txn   [239 POLL],20 00 0C 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3269,3:17.406.812,952.001.000 ms,,,12,02,   [239 IN-NAK],
1,FS,3270,3:18.362.809,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3271,3:18.362.812,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 0C 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 7B AB
1,FS,3272,3:18.362.828,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3273,3:18.865.308,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3274,3:18.366.817,504.014.416 ms,18 B,,12,02,IN txn   [126 POLL],20 00 0D 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3275,3:18.366.817,499.998.916 ms,,,12,02,   [126 IN-NAK],
1,FS,3276,3:18.870.812,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3277,3:18.870.815,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 0D 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 84 AB
1,FS,3278,3:18.870.830,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3279,3:19.496.310,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3280,3:18.874.821,632.013.833 ms,18 B,,12,02,IN txn   [158 POLL],20 00 0E 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3281,3:18.874.821,627.998.333 ms,,,12,02,   [158 IN-NAK],
1,FS,3282,3:19.506.815,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3283,3:19.506.818,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 0E 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD FA CA
1,FS,3284,3:19.506.834,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3285,3:20.137.314,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3286,3:19.510.823,632.015.083 ms,18 B,,12,02,IN txn   [158 POLL],20 00 0F 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3287,3:19.510.823,627.999.666 ms,,,12,02,   [158 IN-NAK],
1,FS,3288,3:20.142.819,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3289,3:20.142.822,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 0F 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 05 CA
1,FS,3290,3:20.142.837,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3291,3:20.915.317,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3292,3:20.146.828,780.014.166 ms,18 B,,12,02,IN txn   [195 POLL],20 00 10 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3293,3:20.146.828,775.998.750 ms,,,12,02,   [195 IN-NAK],
1,FS,3294,3:20.926.823,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3295,3:20.926.826,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 10 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 73 62
1,FS,3296,3:20.926.842,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3297,3:20.930.831,12.004.583 ms,8 B,,12,02,IN txn   [3 POLL],03 20 30 04 80 01 00 00
1,FS,3298,3:20.930.831,7.996.000 ms,,,12,02,   [3 IN-NAK],
1,FS,3299,3:20.942.823,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3300,3:20.942.826,7.416 us,11 B,,12,02,   DATA0 packet,C3 03 20 30 04 80 01 00 00 52 13
1,FS,3301,3:20.942.835,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3302,3:21.620.321,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3303,3:20.946.831,680.015.333 ms,18 B,,12,02,IN txn   [170 POLL],20 00 11 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3304,3:20.946.831,675.999.916 ms,,,12,02,   [170 IN-NAK],
1,FS,3305,3:21.626.827,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3306,3:21.626.830,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 11 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 8C 62
1,FS,3307,3:21.626.845,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3308,3:22.217.323,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3309,3:21.630.835,592.015.000 ms,18 B,,12,02,IN txn   [148 POLL],20 00 12 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3310,3:21.630.835,587.999.416 ms,,,12,02,   [148 IN-NAK],
1,FS,3311,3:22.222.830,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3312,3:22.222.833,14.333 us,21 B,,12,02,   DATA0 packet,C3 20 00 12 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD F2 03
1,FS,3313,3:22.222.849,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3314,3:23.118.328,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3315,3:22.226.838,900.016.583 ms,18 B,,12,02,IN txn   [225 POLL],20 00 13 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3316,3:22.226.838,896.001.166 ms,,,12,02,   [225 IN-NAK],
1,FS,3317,3:23.126.835,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3318,3:23.126.838,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 13 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 0D 03
1,FS,3319,3:23.126.854,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3320,3:24.081.332,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3321,3:23.130.843,956.017.000 ms,18 B,,12,02,IN txn   [239 POLL],20 00 14 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3322,3:23.130.843,952.001.583 ms,,,12,02,   [239 IN-NAK],
1,FS,3323,3:24.086.840,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3324,3:24.086.844,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 14 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 71 A1
1,FS,3325,3:24.086.859,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3326,3:24.539.334,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3327,3:24.090.848,456.014.166 ms,18 B,,12,02,IN txn   [114 POLL],20 00 15 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3328,3:24.090.848,451.998.666 ms,,,12,02,   [114 IN-NAK],
1,FS,3329,3:24.546.843,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3330,3:24.546.846,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 15 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 8E A1
1,FS,3331,3:24.546.862,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3332,3:25.473.339,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3333,3:24.550.851,928.016.750 ms,18 B,,12,02,IN txn   [232 POLL],20 00 16 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3334,3:24.550.851,924.001.333 ms,,,12,02,   [232 IN-NAK],
1,FS,3335,3:25.478.848,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3336,3:25.478.851,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 16 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD F0 C0
1,FS,3337,3:25.478.867,666 ns,1 B,,12,02,   ACK packet,D2
0,FS,3338,3:26.411.343,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3339,3:25.482.848,932.024.500 ms,18 B,,12,02,IN txn   [233 POLL],20 00 17 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3340,3:25.482.848,928.009.083 ms,,,12,02,   [233 IN-NAK],
1,FS,3341,3:26.414.853,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3342,3:26.414.856,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 17 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 0F C0
1,FS,3343,3:26.414.872,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3344,3:27.360.348,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3345,3:26.418.879,947.999.083 ms,18 B,,12,02,IN txn   [237 POLL],20 00 18 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3346,3:26.418.879,943.983.666 ms,,,12,02,   [237 IN-NAK],
1,FS,3347,3:27.366.858,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3348,3:27.366.862,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 18 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 74 A4
1,FS,3349,3:27.366.877,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3350,3:28.141.351,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3351,3:27.370.867,780.015.500 ms,18 B,,12,02,IN txn   [195 POLL],20 00 19 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3352,3:27.370.867,776.000.083 ms,,,12,02,   [195 IN-NAK],
1,FS,3353,3:28.150.863,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3354,3:28.150.866,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 19 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 8B A4
1,FS,3355,3:28.150.881,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3356,3:28.760.354,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3357,3:28.154.871,616.014.666 ms,18 B,,12,02,IN txn   [154 POLL],20 00 1A 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3358,3:28.154.871,611.999.166 ms,,,12,02,   [154 IN-NAK],
1,FS,3359,3:28.770.866,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3360,3:28.770.869,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 1A 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD F5 C5
1,FS,3361,3:28.770.885,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3362,3:29.434.357,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3363,3:28.774.866,664.023.083 ms,18 B,,12,02,IN txn   [166 POLL],20 00 1B 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3364,3:28.774.866,660.007.583 ms,,,12,02,   [166 IN-NAK],
1,FS,3365,3:29.438.870,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3366,3:29.438.873,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 1B 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 0A C5
1,FS,3367,3:29.438.888,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3368,3:30.302.361,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3369,3:29.442.870,868.024.083 ms,18 B,,12,02,IN txn   [217 POLL],20 00 1C 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3370,3:29.442.870,864.008.666 ms,,,12,02,   [217 IN-NAK],
1,FS,3371,3:30.310.875,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3372,3:30.310.878,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 1C 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 76 67
1,FS,3373,3:30.310.893,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3374,3:31.293.366,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3375,3:30.314.884,988.015.250 ms,18 B,,12,02,IN txn   [247 POLL],20 00 1D 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3376,3:30.314.884,983.999.833 ms,,,12,02,   [247 IN-NAK],
1,FS,3377,3:31.302.880,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3378,3:31.302.883,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 1D 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 89 67
1,FS,3379,3:31.302.899,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3380,3:32.161.370,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3381,3:31.306.884,864.019.833 ms,18 B,,12,02,IN txn   [216 POLL],20 00 1E 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3382,3:31.306.884,860.004.416 ms,,,12,02,   [216 IN-NAK],
1,FS,3383,3:32.170.885,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3384,3:32.170.888,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 1E 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD F7 06
1,FS,3385,3:32.170.903,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3386,3:32.889.374,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3387,3:32.174.893,724.015.583 ms,18 B,,12,02,IN txn   [181 POLL],20 00 1F 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3388,3:32.174.893,720.000.083 ms,,,12,02,   [181 IN-NAK],
1,FS,3389,3:32.898.889,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3390,3:32.898.892,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 1F 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 08 06
1,FS,3391,3:32.898.907,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3392,3:33.616.377,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3393,3:32.902.892,720.020.500 ms,18 B,,12,02,IN txn   [180 POLL],20 00 20 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3394,3:32.902.892,716.004.916 ms,,,12,02,   [180 IN-NAK],
1,FS,3395,3:33.622.893,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3396,3:33.622.896,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 20 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 67 76
1,FS,3397,3:33.622.911,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3398,3:34.594.382,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3399,3:33.626.901,972.017.000 ms,18 B,,12,02,IN txn   [243 POLL],20 00 21 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3400,3:33.626.901,968.001.583 ms,,,12,02,   [243 IN-NAK],
1,FS,3401,3:34.598.898,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3402,3:34.598.901,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 21 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 98 76
1,FS,3403,3:34.598.917,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3404,3:35.139.384,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3405,3:34.602.922,543.998.416 ms,18 B,,12,02,IN txn   [136 POLL],20 00 22 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3406,3:34.602.922,539.982.916 ms,,,12,02,   [136 IN-NAK],
1,FS,3407,3:35.146.901,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3408,3:35.146.904,14.333 us,21 B,,12,02,   DATA0 packet,C3 20 00 22 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD E6 17
1,FS,3409,3:35.146.920,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3410,3:36.136.389,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3411,3:35.150.910,996.016.333 ms,18 B,,12,02,IN txn   [249 POLL],20 00 23 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3412,3:35.150.910,992.001.000 ms,,,12,02,   [249 IN-NAK],
1,FS,3413,3:36.146.907,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3414,3:36.146.910,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 23 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 19 17
1,FS,3415,3:36.146.925,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3416,3:36.811.392,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3417,3:36.150.932,663.997.500 ms,18 B,,12,02,IN txn   [166 POLL],20 00 24 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3418,3:36.150.932,659.982.000 ms,,,12,02,   [166 IN-NAK],
1,FS,3419,3:36.814.910,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3420,3:36.814.913,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 24 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 65 B5
1,FS,3421,3:36.814.929,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3422,3:37.749.397,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3423,3:36.818.935,940.000.250 ms,18 B,,12,02,IN txn   [235 POLL],20 00 25 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3424,3:36.818.935,935.984.833 ms,,,12,02,   [235 IN-NAK],
1,FS,3425,3:37.758.915,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3426,3:37.758.919,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 25 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 9A B5
1,FS,3427,3:37.758.934,666 ns,1 B,,12,02,   ACK packet,D2
0,FS,3428,3:38.350.400,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3429,3:37.762.924,592.014.666 ms,18 B,,12,02,IN txn   [148 POLL],20 00 26 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3430,3:37.762.924,587.999.083 ms,,,12,02,   [148 IN-NAK],
1,FS,3431,3:38.354.919,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3432,3:38.354.922,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 26 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD E4 D4
1,FS,3433,3:38.354.937,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3434,3:39.184.404,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3435,3:38.358.926,836.016.333 ms,18 B,,12,02,IN txn   [209 POLL],20 00 27 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3436,3:38.358.926,832.000.750 ms,,,12,02,   [209 IN-NAK],
1,FS,3437,3:39.194.923,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3438,3:39.194.927,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 27 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 1B D4
1,FS,3439,3:39.194.942,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3440,3:39.682.406,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3441,3:39.198.931,488.014.250 ms,18 B,,12,02,IN txn   [122 POLL],20 00 28 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3442,3:39.198.931,483.998.750 ms,,,12,02,   [122 IN-NAK],
1,FS,3443,3:39.686.926,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3444,3:39.686.929,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 28 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 60 B0
1,FS,3445,3:39.686.945,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3446,3:40.642.411,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3447,3:39.690.926,964.024.750 ms,18 B,,12,02,IN txn   [241 POLL],20 00 29 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3448,3:39.690.926,960.009.166 ms,,,12,02,   [241 IN-NAK],
1,FS,3449,3:40.654.931,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3450,3:40.654.935,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 29 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 9F B0
1,FS,3451,3:40.654.950,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3452,3:40.658.939,300.006.500 ms,8 B,,12,02,IN txn   [75 POLL],03 20 31 04 80 01 00 00
1,FS,3453,3:40.658.939,295.997.833 ms,,,12,02,   [75 IN-NAK],
1,FS,3454,3:40.958.933,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3455,3:40.958.936,7.416 us,11 B,,12,02,   DATA0 packet,C3 03 20 31 04 80 01 00 00 53 C2
1,FS,3456,3:40.958.945,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3457,3:41.239.413,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3458,3:40.962.942,288.012.416 ms,18 B,,12,02,IN txn   [72 POLL],20 00 2A 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3459,3:40.962.942,283.996.833 ms,,,12,02,   [72 IN-NAK],
1,FS,3460,3:41.250.935,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3461,3:41.250.938,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 2A 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD E1 D1
1,FS,3462,3:41.250.953,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3463,3:41.794.416,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3464,3:41.254.935,544.022.416 ms,18 B,,12,02,IN txn   [136 POLL],20 00 2B 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3465,3:41.254.935,540.007.000 ms,,,12,02,   [136 IN-NAK],
1,FS,3466,3:41.798.938,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3467,3:41.798.941,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 2B 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 1E D1
1,FS,3468,3:41.798.956,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3469,3:42.656.420,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3470,3:41.802.945,856.016.333 ms,18 B,,12,02,IN txn   [214 POLL],20 00 2C 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3471,3:41.802.945,852.000.833 ms,,,12,02,   [214 IN-NAK],
1,FS,3472,3:42.658.942,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3473,3:42.658.946,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 2C 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 62 73
1,FS,3474,3:42.658.961,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3475,3:43.339.423,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3476,3:42.662.966,683.999.750 ms,18 B,,12,02,IN txn   [171 POLL],20 00 2D 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3477,3:42.662.966,679.984.250 ms,,,12,02,   [171 IN-NAK],
1,FS,3478,3:43.346.946,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,3479,3:43.346.949,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 2D 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 9D 73
1,FS,3480,3:43.346.965,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,3481,3:43.870.426,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3482,3:43.350.954,528.014.583 ms,18 B,,12,02,IN txn   [132 POLL],20 00 2E 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,3483,3:43.350.954,523.999.083 ms,,,12,02,   [132 IN-NAK],
